BlockID,long,lat
1.4.227-17,-71.5774401474711,-16.3329888443456
1.4.227-17,-71.5772767736224,-16.3330965946367
1.4.227-17,-71.5771696973809,-16.3331143080661
1.4.227-17,-71.5770636441999,-16.3331231463956
1.4.227-17,-71.5768197956549,-16.3330961832226
1.4.227-17,-71.5764267337432,-16.3330461687121
1.4.227-17,-71.5764201883288,-16.3325266410467
1.4.227-17,-71.5770393263579,-16.3325337601677
1.4.227-17,-71.5774401474711,-16.3329888443456
1.4.227-18,,
1.4.227-18,-71.576351269558,-16.3325412481185
1.4.227-18,-71.5763502010039,-16.3330461180439
1.4.227-18,-71.5749039094174,-16.3329017260141
1.4.227-18,-71.5749412779127,-16.332546782893
1.4.227-18,-71.576351269558,-16.3325412481185
1.4.227-19,,
1.4.227-19,-71.5769665259678,-16.3324768776691
1.4.227-19,-71.5755872408557,-16.3324707550426
1.4.227-19,-71.5755945372581,-16.3309705643709
1.4.227-19,-71.5769665259678,-16.3324768776691
1.4.227-2,,
1.4.227-2,-71.5733326816935,-16.3276822344409
1.4.227-2,-71.5745596038144,-16.3289756840882
1.4.227-2,-71.5736285310749,-16.3289741362091
1.4.227-2,-71.5726906240598,-16.3289840241777
1.4.227-2,-71.5727085140221,-16.3276777989261
1.4.227-2,-71.5733326816935,-16.3276822344409
1.4.227-20,,
1.4.227-20,-71.5755097158797,-16.332461733354
1.4.227-20,-71.574912446669,-16.3324679843008
1.4.227-20,-71.5749003319647,-16.3311851712598
1.4.227-20,-71.5750201865475,-16.3311571535743
1.4.227-20,-71.5751547531626,-16.3311028498966
1.4.227-20,-71.57534832999,-16.3309821859021
1.4.227-20,-71.5755087695691,-16.330865984708
1.4.227-20,-71.5755097158797,-16.332461733354
1.4.227-21,,
1.4.227-21,-71.5748514987559,-16.3328962219298
1.4.227-21,-71.574243642229,-16.3328416708088
1.4.227-21,-71.5742231003027,-16.3312725176752
1.4.227-21,-71.5744713506477,-16.3312943684775
1.4.227-21,-71.5746301183565,-16.3312739236604
1.4.227-21,-71.5748384596524,-16.3312223789356
1.4.227-21,-71.5748514987559,-16.3328962219298
1.4.227-22,,
1.4.227-22,-71.5741558164902,-16.3328195446123
1.4.227-22,-71.573565097261,-16.3327458190967
1.4.227-22,-71.5735705017185,-16.3312509707305
1.4.227-22,-71.5741715477418,-16.3312542134965
1.4.227-22,-71.5741558164902,-16.3328195446123
1.4.227-23,,
1.4.227-23,-71.5735005172811,-16.3327554811253
1.4.227-23,-71.5729006034023,-16.3326760715849
1.4.227-23,-71.5729308097326,-16.3312555309175
1.4.227-23,-71.5734918064298,-16.3312587207549
1.4.227-23,-71.5735005172811,-16.3327554811253
1.4.227-24,,
1.4.227-24,-71.5728156038392,-16.3326578803054
1.4.227-24,-71.5722331206078,-16.3326144719753
1.4.227-24,-71.5722230177018,-16.3312338449517
1.4.227-24,-71.5728314800202,-16.3312483566967
1.4.227-24,-71.5728156038392,-16.3326578803054
1.4.227-26,,
1.4.227-26,-71.5740530304221,-16.3290578936677
1.4.227-26,-71.574576495665,-16.3290258588432
1.4.227-26,-71.5748447823205,-16.3293330686635
1.4.227-26,-71.5744084192969,-16.3297037265909
1.4.227-26,-71.5740541124301,-16.3297110941154
1.4.227-26,-71.5740530304221,-16.3290578936677
1.4.227-3,,
1.4.227-3,-71.5739502677955,-16.3297078128716
1.4.227-3,-71.5735714176205,-16.3297016290838
1.4.227-3,-71.5735751407802,-16.329037938503
1.4.227-3,-71.5739475301189,-16.329035551798
1.4.227-3,-71.5739502677955,-16.3297078128716
1.4.227-4,,
1.4.227-4,-71.57348998821,-16.3297009428842
1.4.227-4,-71.5731403074455,-16.3297067726787
1.4.227-4,-71.5731417044103,-16.3290342362622
1.4.227-4,-71.573499733649,-16.3290342586892
1.4.227-4,-71.57348998821,-16.3297009428842
1.4.227-5,,
1.4.227-5,-71.5730511002482,-16.3297018019989
1.4.227-5,-71.5726937288557,-16.3297068138081
1.4.227-5,-71.5726923355715,-16.3290437338288
1.4.227-5,-71.5730456801061,-16.3290421452344
1.4.227-5,-71.5730511002482,-16.3297018019989
1.4.227-6,,
1.4.227-6,-71.5725956148965,-16.329697999754
1.4.227-6,-71.5722503919368,-16.3297054045408
1.4.227-6,-71.5722530674331,-16.329049303183
1.4.227-6,-71.5725950793269,-16.3290357089488
1.4.227-6,-71.5725956148965,-16.329697999754
1.4.227-7,,
1.4.227-7,-71.5725802628187,-16.3298803837588
1.4.227-7,-71.5725924851933,-16.3311022212714
1.4.227-7,-71.5722277935996,-16.3311029495629
1.4.227-7,-71.5722707633506,-16.3298933050464
1.4.227-7,-71.5725802628187,-16.3298803837588
1.4.227-8,,
1.4.227-8,-71.5730456759913,-16.3298939628181
1.4.227-8,-71.5730391247013,-16.3311132136246
1.4.227-8,-71.5726862062603,-16.3310959914392
1.4.227-8,-71.572702238502,-16.3299067002905
1.4.227-8,-71.5730456759913,-16.3298939628181
1.4.227-9,,
1.4.227-9,-71.5734947713243,-16.3299071814734
1.4.227-9,-71.5735026507734,-16.3311179673298
1.4.227-9,-71.5731265052544,-16.3311225467427
1.4.227-9,-71.5731385521827,-16.3299101416486
1.4.227-9,-71.5734947713243,-16.3299071814734
1.4.228-1,,
1.4.228-1,-71.5719938503562,-16.3325143928837
1.4.228-1,-71.5710448585824,-16.3324465776867
1.4.228-1,-71.571038936185,-16.3323334085318
1.4.228-1,-71.5719959419987,-16.3323457712169
1.4.228-1,-71.5719938503562,-16.3325143928837
1.4.228-10,,
1.4.228-10,-71.571174925633,-16.3308553632681
1.4.228-10,-71.5711964988057,-16.3299060596914
1.4.228-10,-71.5715833400456,-16.3298980166705
1.4.228-10,-71.5715696451247,-16.3305667391992
1.4.228-10,-71.571570161865,-16.3307718801527
1.4.228-10,-71.5715561314383,-16.3311340298755
1.4.228-10,-71.5713977132638,-16.331125936673
1.4.228-10,-71.571174925633,-16.3308553632681
1.4.228-11,,
1.4.228-11,-71.5720514794097,-16.3305511222095
1.4.228-11,-71.5716559279618,-16.3305511811989
1.4.228-11,-71.5716520853761,-16.3299080668028
1.4.228-11,-71.5720596340304,-16.3299018071798
1.4.228-11,-71.5720514794097,-16.3305511222095
1.4.228-12,,
1.4.228-12,-71.5720493596799,-16.3316468950572
1.4.228-12,-71.5719594985609,-16.3316472546406
1.4.228-12,-71.5716392128482,-16.3313454098312
1.4.228-12,-71.5716523421388,-16.3305820074318
1.4.228-12,-71.572046287728,-16.3305807202717
1.4.228-12,-71.5720493596799,-16.3316468950572
1.4.228-2,,
1.4.228-2,-71.5719857847447,-16.33188140513
1.4.228-2,-71.5719820459584,-16.3322633510758
1.4.228-2,-71.5710468728407,-16.3322614077884
1.4.228-2,-71.5710439805139,-16.3318719713885
1.4.228-2,-71.5719857847447,-16.33188140513
1.4.228-3,,
1.4.228-3,-71.5710107850335,-16.3322650514779
1.4.228-3,-71.5700644775185,-16.3322682103784
1.4.228-3,-71.5700675282317,-16.3318798271895
1.4.228-3,-71.5710139990336,-16.3318731790733
1.4.228-3,-71.5710107850335,-16.3322650514779
1.4.228-4,,
1.4.228-4,-71.570734667582,-16.331810399865
1.4.228-4,-71.5700561320249,-16.3318150927373
1.4.228-4,-71.5700701102852,-16.3314285093384
1.4.228-4,-71.5707377858993,-16.331428888823
1.4.228-4,-71.570734667582,-16.331810399865
1.4.228-5,,
1.4.228-5,-71.5710528451193,-16.3318170207749
1.4.228-5,-71.5710449794486,-16.3314332358291
1.4.228-5,-71.5715570197581,-16.3314301375739
1.4.228-5,-71.5718146972684,-16.3316683346635
1.4.228-5,-71.5718224526583,-16.3318042825072
1.4.228-5,-71.5710528451193,-16.3318170207749
1.4.228-6,,
1.4.228-6,-71.5713351103953,-16.3313493322845
1.4.228-6,-71.5707662308966,-16.3313596739938
1.4.228-6,-71.570753231888,-16.3309818173704
1.4.228-6,-71.5710984809979,-16.3309862060801
1.4.228-6,-71.5713408477202,-16.3312004968406
1.4.228-6,-71.5713351103953,-16.3313493322845
1.4.228-7,,
1.4.228-7,-71.5707346932829,-16.3313613384373
1.4.228-7,-71.5700603065049,-16.3313586945928
1.4.228-7,-71.5700617257457,-16.3309712254374
1.4.228-7,-71.5707268517501,-16.3309803874471
1.4.228-7,-71.5707346932829,-16.3313613384373
1.4.228-8,,
1.4.228-8,-71.5708839891548,-16.3307519725665
1.4.228-8,-71.5708866710699,-16.3309092248648
1.4.228-8,-71.5701096705918,-16.3309107700877
1.4.228-8,-71.5701071358947,-16.3305294507669
1.4.228-8,-71.5705755384524,-16.3305279894471
1.4.228-8,-71.5708839891548,-16.3307519725665
1.4.228-9,,
1.4.228-9,-71.5709219197286,-16.3304002016024
1.4.228-9,-71.5709042751086,-16.3299400160548
1.4.228-9,-71.5711089549352,-16.3299357658851
1.4.228-9,-71.5711147958841,-16.3306777520076
1.4.228-9,-71.5709515379182,-16.3306755158705
1.4.228-9,-71.5708124246107,-16.3305337628196
1.4.228-9,-71.5708159202117,-16.3304044230832
1.4.228-9,-71.5709219197286,-16.3304002016024
1.4.229-1,,
1.4.229-1,-71.5720579551864,-16.3297010082075
1.4.229-1,-71.5716708689347,-16.3297075008653
1.4.229-1,-71.5716716915865,-16.3291464608841
1.4.229-1,-71.5720579355953,-16.3291446892369
1.4.229-1,-71.5720579551864,-16.3297010082075
1.4.229-10,,
1.4.229-10,-71.570746884755,-16.3283292852684
1.4.229-10,-71.5700698968163,-16.3283282332643
1.4.229-10,-71.5700707995577,-16.32793912743
1.4.229-10,-71.5707398664327,-16.327941682595
1.4.229-10,-71.570746884755,-16.3283292852684
1.4.229-11,,
1.4.229-11,-71.5718286483089,-16.3281040586
1.4.229-11,-71.5716765744017,-16.3282501391097
1.4.229-11,-71.5715313170668,-16.3282510882973
1.4.229-11,-71.5715299315489,-16.3282743204363
1.4.229-11,-71.5714443948614,-16.3282723460265
1.4.229-11,-71.5714472977622,-16.3283276602787
1.4.229-11,-71.5710551081893,-16.3283293722903
1.4.229-11,-71.5710634205825,-16.3279561671981
1.4.229-11,-71.5718270372713,-16.3279541083411
1.4.229-11,-71.5718286483089,-16.3281040586
1.4.229-12,,
1.4.229-12,-71.5710573154679,-16.3278839821525
1.4.229-12,-71.5710484853445,-16.3276727188418
1.4.229-12,-71.5720120662956,-16.3276732003397
1.4.229-12,-71.5720109795178,-16.3278693985077
1.4.229-12,-71.5710573154679,-16.3278839821525
1.4.229-13,,
1.4.229-13,-71.5710191501721,-16.3276739985579
1.4.229-13,-71.5710254249843,-16.3278820375689
1.4.229-13,-71.5700748687231,-16.3278729415787
1.4.229-13,-71.5700772495099,-16.3276754818193
1.4.229-13,-71.5710191501721,-16.3276739985579
1.4.229-2,,
1.4.229-2,-71.5718991338475,-16.3281964730853
1.4.229-2,-71.5720569937741,-16.3281947389307
1.4.229-2,-71.5720551909235,-16.3290997931952
1.4.229-2,-71.571669592393,-16.3291098776289
1.4.229-2,-71.5716849352802,-16.3284318988221
1.4.229-2,-71.5717234747177,-16.3284152471707
1.4.229-2,-71.5717272860424,-16.3283747316567
1.4.229-2,-71.5718991338475,-16.3281964730853
1.4.229-3,,
1.4.229-3,-71.5711979536124,-16.3291038751563
1.4.229-3,-71.5712089787395,-16.3289355838008
1.4.229-3,-71.5712867065606,-16.3288906757637
1.4.229-3,-71.5712921860139,-16.3287827796758
1.4.229-3,-71.571445168823,-16.3286328265906
1.4.229-3,-71.5715788109768,-16.3286298839566
1.4.229-3,-71.5715705796789,-16.3291113772428
1.4.229-3,-71.5711979536124,-16.3291038751563
1.4.229-4,,
1.4.229-4,-71.5715864808077,-16.3297074526492
1.4.229-4,-71.5711944326409,-16.3297029586324
1.4.229-4,-71.5711963668565,-16.3294104751334
1.4.229-4,-71.5715861906281,-16.3294094659785
1.4.229-4,-71.5715864808077,-16.3297074526492
1.4.229-5,,
1.4.229-5,-71.5707235329618,-16.3293644542747
1.4.229-5,-71.5708212498679,-16.329330662524
1.4.229-5,-71.5708251842208,-16.3292248642427
1.4.229-5,-71.5709752796321,-16.3290818946057
1.4.229-5,-71.5711186852335,-16.3290849340578
1.4.229-5,-71.5711120501967,-16.3296483162767
1.4.229-5,-71.5707220763409,-16.3296456882545
1.4.229-5,-71.5707235329618,-16.3293644542747
1.4.229-7,,
1.4.229-7,-71.5707422656625,-16.329150524926
1.4.229-7,-71.5705988425439,-16.3291428083989
1.4.229-7,-71.5705982295866,-16.3291959632102
1.4.229-7,-71.5705651692145,-16.3291973857558
1.4.229-7,-71.5705670338376,-16.3292393729873
1.4.229-7,-71.5701126784831,-16.3292397414983
1.4.229-7,-71.5701267073773,-16.3288701616304
1.4.229-7,-71.5703944687686,-16.3288636521515
1.4.229-7,-71.5705833034981,-16.3288570631937
1.4.229-7,-71.5706572372977,-16.3288564173749
1.4.229-7,-71.5708878549208,-16.3288564567258
1.4.229-7,-71.5709186900971,-16.3289841955817
1.4.229-7,-71.5707422656625,-16.329150524926
1.4.229-8,,
1.4.229-8,-71.5707494972493,-16.3287864757174
1.4.229-8,-71.5700690820298,-16.3287837525322
1.4.229-8,-71.5700656407672,-16.3284010608219
1.4.229-8,-71.5707409287001,-16.328396099784
1.4.229-8,-71.5707494972493,-16.3287864757174
1.4.229-9,,
1.4.229-9,-71.5712094615476,-16.3286980809487
1.4.229-9,-71.5710751987945,-16.3287022655842
1.4.229-9,-71.5710777978028,-16.3287718255671
1.4.229-9,-71.5709965717281,-16.3287933340624
1.4.229-9,-71.5707781738872,-16.3287879465336
1.4.229-9,-71.5707733834294,-16.3284027331424
1.4.229-9,-71.571146238957,-16.3284180688948
1.4.229-9,-71.5711595060287,-16.3284291129458
1.4.229-9,-71.5712472892452,-16.3284318754606
1.4.229-9,-71.5712593269481,-16.3284384356968
1.4.229-9,-71.5713590588021,-16.3284330335141
1.4.229-9,-71.5713662153824,-16.3285593494691
1.4.229-9,-71.5712094615476,-16.3286980809487
1.4.230-1,,
1.4.230-1,-71.5690260409391,-16.3278791430088
1.4.230-1,-71.5690235309864,-16.3276620117149
1.4.230-1,-71.569979931305,-16.3276648140311
1.4.230-1,-71.5699863167391,-16.3278828734128
1.4.230-1,-71.5690260409391,-16.3278791430088
1.4.230-10,,
1.4.230-10,-71.5688573498007,-16.3290050508996
1.4.230-10,-71.5684585695633,-16.3289966599287
1.4.230-10,-71.568465943916,-16.3285116551569
1.4.230-10,-71.5688531667354,-16.3288677324366
1.4.230-10,-71.5688573498007,-16.3290050508996
1.4.230-11,,
1.4.230-11,-71.5683894775812,-16.3294059265972
1.4.230-11,-71.5679890292646,-16.3294111736872
1.4.230-11,-71.5679998338059,-16.3280317270927
1.4.230-11,-71.5684001117327,-16.3284204194137
1.4.230-11,-71.5683894775812,-16.3294059265972
1.4.230-12,,
1.4.230-12,-71.5679108079101,-16.328732155134
1.4.230-12,-71.5677107323692,-16.3287290683672
1.4.230-12,-71.5677268411594,-16.3279123367337
1.4.230-12,-71.5679191927485,-16.3279090954246
1.4.230-12,-71.5679108079101,-16.328732155134
1.4.230-13,,
1.4.230-13,-71.567912498366,-16.329397370359
1.4.230-13,-71.5677089642577,-16.3293878122443
1.4.230-13,-71.5677177407897,-16.3287683817506
1.4.230-13,-71.5679071350288,-16.3287641609514
1.4.230-13,-71.567912498366,-16.329397370359
1.4.230-15,,
1.4.230-15,-71.5688883459783,-16.3294829370013
1.4.230-15,-71.5688974281782,-16.3298738922587
1.4.230-15,-71.5684600352137,-16.3298652685631
1.4.230-15,-71.5684480524986,-16.3294830277525
1.4.230-15,-71.5688883459783,-16.3294829370013
1.4.230-2,,
1.4.230-2,-71.5679339149525,-16.3278746069683
1.4.230-2,-71.5679412833954,-16.3276631344969
1.4.230-2,-71.5689974251493,-16.3276551943686
1.4.230-2,-71.5690003304314,-16.3278742604338
1.4.230-2,-71.5679339149525,-16.3278746069683
1.4.230-3,,
1.4.230-3,-71.5682284233776,-16.3279398038695
1.4.230-3,-71.5689896835513,-16.3279413060273
1.4.230-3,-71.5689954064233,-16.3283348525099
1.4.230-3,-71.5684964595594,-16.3283274044186
1.4.230-3,-71.5682303004258,-16.3281004291049
1.4.230-3,-71.5682284233776,-16.3279398038695
1.4.230-4,,
1.4.230-4,-71.5699807890657,-16.3279536420028
1.4.230-4,-71.5699883246262,-16.3283318311291
1.4.230-4,-71.5693082979851,-16.328344613386
1.4.230-4,-71.5693179576504,-16.3279440267442
1.4.230-4,-71.5699807890657,-16.3279536420028
1.4.230-5,,
1.4.230-5,-71.5699733967568,-16.3287856778673
1.4.230-5,-71.5693155206363,-16.3287693080339
1.4.230-5,-71.5693123706008,-16.3283978197984
1.4.230-5,-71.5699828150926,-16.3284078880823
1.4.230-5,-71.5699733967568,-16.3287856778673
1.4.230-6,,
1.4.230-6,-71.5692822171746,-16.3284011091444
1.4.230-6,-71.5692716802703,-16.3287692942463
1.4.230-6,-71.5690060931053,-16.3287627898418
1.4.230-6,-71.5688353675321,-16.328689128355
1.4.230-6,-71.5686790265606,-16.3285395354603
1.4.230-6,-71.5686693170554,-16.3283969774567
1.4.230-6,-71.5692822171746,-16.3284011091444
1.4.230-7,,
1.4.230-7,-71.5695471557592,-16.3292275804219
1.4.230-7,-71.5692982551565,-16.3291417433258
1.4.230-7,-71.5691687127568,-16.3289984230089
1.4.230-7,-71.5691611185518,-16.328859432021
1.4.230-7,-71.569974785832,-16.3288603030649
1.4.230-7,-71.5699674096258,-16.3292389645902
1.4.230-7,-71.5695471557592,-16.3292275804219
1.4.230-8,,
1.4.230-8,-71.5689333692214,-16.3294235433606
1.4.230-8,-71.5689161847095,-16.3289363564398
1.4.230-8,-71.5690045325249,-16.3289364430557
1.4.230-8,-71.5690849196742,-16.3290620861672
1.4.230-8,-71.5691908915052,-16.329155739069
1.4.230-8,-71.5693056207249,-16.3292415276115
1.4.230-8,-71.5692977709608,-16.3294209567788
1.4.230-8,-71.5689333692214,-16.3294235433606
1.4.230-9,,
1.4.230-9,-71.5688573228442,-16.3294111346015
1.4.230-9,-71.5684567764947,-16.3294142218781
1.4.230-9,-71.5684541882756,-16.329024952256
1.4.230-9,-71.5688615539178,-16.3290374571223
1.4.230-9,-71.5688573228442,-16.3294111346015
1.4.231-1,,
1.4.231-1,-71.5679034001124,-16.3308086206141
1.4.231-1,-71.5677154601906,-16.3308077605333
1.4.231-1,-71.5677105322229,-16.3300540453319
1.4.231-1,-71.5679194371225,-16.3300601018258
1.4.231-1,-71.5679034001124,-16.3308086206141
1.4.231-10,,
1.4.231-10,-71.5699606312785,-16.3314323533596
1.4.231-10,-71.5699709524109,-16.3317930021567
1.4.231-10,-71.5692902438122,-16.331796795342
1.4.231-10,-71.5692995005027,-16.3314255840271
1.4.231-10,-71.5699606312785,-16.3314323533596
1.4.231-11,,
1.4.231-11,-71.5682171412471,-16.3318182799028
1.4.231-11,-71.5682164754801,-16.3316840733082
1.4.231-11,-71.5683761459875,-16.3315265894345
1.4.231-11,-71.5685077540644,-16.3314378087379
1.4.231-11,-71.5689895282744,-16.3314263468686
1.4.231-11,-71.5689943214066,-16.3318075347691
1.4.231-11,-71.5682171412471,-16.3318182799028
1.4.231-12,,
1.4.231-12,-71.5689817210899,-16.3318642249645
1.4.231-12,-71.5689806424542,-16.3322436678407
1.4.231-12,-71.5679349329136,-16.3322676675012
1.4.231-12,-71.5679349873113,-16.3318930938208
1.4.231-12,-71.5689817210899,-16.3318642249645
1.4.231-13,,
1.4.231-13,-71.5699613040199,-16.3318705144025
1.4.231-13,-71.5699604621783,-16.3322535443613
1.4.231-13,-71.5690147973454,-16.3322522810566
1.4.231-13,-71.5690055680841,-16.3318749816052
1.4.231-13,-71.5699613040199,-16.3318705144025
1.4.231-2,,
1.4.231-2,-71.5679040327568,-16.3308396960604
1.4.231-2,-71.5679127838489,-16.3318504883283
1.4.231-2,-71.5677025120752,-16.3318563867009
1.4.231-2,-71.5677139907547,-16.3308371093299
1.4.231-2,-71.5679040327568,-16.3308396960604
1.4.231-3,,
1.4.231-3,-71.5683904690194,-16.3312755050416
1.4.231-3,-71.5682880436827,-16.3314510340126
1.4.231-3,-71.5681444508825,-16.3315987449498
1.4.231-3,-71.5679818295487,-16.3315870453932
1.4.231-3,-71.5679896416165,-16.3300560923034
1.4.231-3,-71.5683904004423,-16.3300567952943
1.4.231-3,-71.5683904690194,-16.3312755050416
1.4.231-4,,
1.4.231-4,-71.5688555479883,-16.3305739151215
1.4.231-4,-71.5688496266729,-16.3308185554495
1.4.231-4,-71.5687552363479,-16.3309910110166
1.4.231-4,-71.5686126952617,-16.3311262238354
1.4.231-4,-71.568466391069,-16.3311298896337
1.4.231-4,-71.568465452981,-16.3305747397375
1.4.231-4,-71.5688555479883,-16.3305739151215
1.4.231-5,,
1.4.231-5,-71.5688446763793,-16.3300823708232
1.4.231-5,-71.5688554898803,-16.3305422952558
1.4.231-5,-71.5684642398855,-16.3305393683847
1.4.231-5,-71.5684564097222,-16.330072777503
1.4.231-5,-71.5688446763793,-16.3300823708232
1.4.231-6,,
1.4.231-6,-71.5693276172608,-16.3304160251923
1.4.231-6,-71.5690843001842,-16.3306847944911
1.4.231-6,-71.5689313271267,-16.3306826370678
1.4.231-6,-71.568915079908,-16.3300857133671
1.4.231-6,-71.5693221825852,-16.3300890486699
1.4.231-6,-71.5693276172608,-16.3304160251923
1.4.231-7,,
1.4.231-7,-71.5699356318911,-16.3305259061427
1.4.231-7,-71.5699327537368,-16.3309028555609
1.4.231-7,-71.5691502263905,-16.3309102912805
1.4.231-7,-71.5691543452856,-16.3307540766653
1.4.231-7,-71.5694306525179,-16.3305372326781
1.4.231-7,-71.5699356318911,-16.3305259061427
1.4.231-8,,
1.4.231-8,-71.5686700478031,-16.3313460912417
1.4.231-8,-71.5686700570094,-16.3312284750842
1.4.231-8,-71.5688588692955,-16.3310551854586
1.4.231-8,-71.5689822654496,-16.3309940171828
1.4.231-8,-71.5692684600206,-16.3309784953682
1.4.231-8,-71.5692679669785,-16.3313608864492
1.4.231-8,-71.5686700478031,-16.3313460912417
1.4.231-9,,
1.4.231-9,-71.5699717261298,-16.330972214546
1.4.231-9,-71.5699727574327,-16.3313641283481
1.4.231-9,-71.5692955873963,-16.3313560652711
1.4.231-9,-71.5693102546544,-16.3309734762793
1.4.231-9,-71.5699717261298,-16.330972214546
1.4.232-1,,
1.4.232-1,-71.5676105152277,-16.3308047954331
1.4.232-1,-71.5674143597645,-16.3308056538469
1.4.232-1,-71.5674180993519,-16.3300490692564
1.4.232-1,-71.5676207708214,-16.3300430229679
1.4.232-1,-71.5676105152277,-16.3308047954331
1.4.232-10,,
1.4.232-10,-71.5660318282417,-16.3313449667265
1.4.232-10,-71.5653512681642,-16.3313403308929
1.4.232-10,-71.565353435631,-16.3309499380013
1.4.232-10,-71.5660241367109,-16.3309419076657
1.4.232-10,-71.5660318282417,-16.3313449667265
1.4.232-11,,
1.4.232-11,-71.5660250223903,-16.3313897562201
1.4.232-11,-71.5660197640721,-16.3317965631638
1.4.232-11,-71.5653338048793,-16.3317937946588
1.4.232-11,-71.5653501045184,-16.3314007541775
1.4.232-11,-71.5660250223903,-16.3313897562201
1.4.232-12,,
1.4.232-12,-71.5671171422321,-16.3316498650972
1.4.232-12,-71.5671144645744,-16.3318082893507
1.4.232-12,-71.5663213284577,-16.3318042795034
1.4.232-12,-71.566314401383,-16.3314161724154
1.4.232-12,-71.566809555123,-16.3314136496749
1.4.232-12,-71.5671171422321,-16.3316498650972
1.4.232-13,,
1.4.232-13,-71.5653464060016,-16.3322378839998
1.4.232-13,-71.5653557884749,-16.331843164242
1.4.232-13,-71.5663146960519,-16.3318569832579
1.4.232-13,-71.5663080118428,-16.3322579381266
1.4.232-13,-71.5653464060016,-16.3322378839998
1.4.232-14,,
1.4.232-14,-71.5673885153993,-16.3322748812888
1.4.232-14,-71.5663302533702,-16.3322578127633
1.4.232-14,-71.5663382248679,-16.3318625211127
1.4.232-14,-71.56738366691,-16.3318723685348
1.4.232-14,-71.5673885153993,-16.3322748812888
1.4.232-2,,
1.4.232-2,-71.5676148893868,-16.3308388310701
1.4.232-2,-71.5676163322317,-16.3318467890873
1.4.232-2,-71.5674125911441,-16.3318478946873
1.4.232-2,-71.5674107306758,-16.3308366197744
1.4.232-2,-71.5676148893868,-16.3308388310701
1.4.232-3,,
1.4.232-3,-71.5673184934818,-16.3315792184735
1.4.232-3,-71.5671718745285,-16.3315789080328
1.4.232-3,-71.5669516530206,-16.3313574650337
1.4.232-3,-71.5669498965597,-16.3308334257158
1.4.232-3,-71.5673349145287,-16.3308449155508
1.4.232-3,-71.5673184934818,-16.3315792184735
1.4.232-4,,
1.4.232-4,-71.5673376824557,-16.330050391127
1.4.232-4,-71.567332362477,-16.3305289489671
1.4.232-4,-71.5669390280032,-16.3305318084511
1.4.232-4,-71.5669485678563,-16.3300493733235
1.4.232-4,-71.5673376824557,-16.330050391127
1.4.232-5,,
1.4.232-5,-71.5668677139945,-16.3305213382753
1.4.232-5,-71.5664779390738,-16.3305242517245
1.4.232-5,-71.5664864326454,-16.3300605830001
1.4.232-5,-71.5668700351319,-16.3300527977235
1.4.232-5,-71.5668677139945,-16.3305213382753
1.4.232-6,,
1.4.232-6,-71.5667167531425,-16.3311165651025
1.4.232-6,-71.5665720480235,-16.3309767479031
1.4.232-6,-71.5664831066142,-16.3308487096025
1.4.232-6,-71.5664848592604,-16.3305681248438
1.4.232-6,-71.566861478146,-16.3305613893055
1.4.232-6,-71.5668619529974,-16.3311180124101
1.4.232-6,-71.5667167531425,-16.3311165651025
1.4.232-7,,
1.4.232-7,-71.5663907059501,-16.3306682021559
1.4.232-7,-71.5662492142489,-16.3306664823181
1.4.232-7,-71.5660179263027,-16.3303908239882
1.4.232-7,-71.5660118424037,-16.3300631211989
1.4.232-7,-71.5664021765168,-16.3300638354748
1.4.232-7,-71.5663907059501,-16.3306682021559
1.4.232-8,,
1.4.232-8,-71.5658961863127,-16.3305172323481
1.4.232-8,-71.5661671774934,-16.330729639586
1.4.232-8,-71.5661727474448,-16.3308922103773
1.4.232-8,-71.5653924277797,-16.3308933227834
1.4.232-8,-71.5653999229555,-16.3305099726016
1.4.232-8,-71.5658961863127,-16.3305172323481
1.4.232-9,,
1.4.232-9,-71.5666482525095,-16.3313490591748
1.4.232-9,-71.5660517287362,-16.3313418074632
1.4.232-9,-71.5660470958939,-16.3309481448032
1.4.232-9,-71.5663505277494,-16.3309567287883
1.4.232-9,-71.5664869742145,-16.3310612042294
1.4.232-9,-71.5666412929863,-16.3312144614462
1.4.232-9,-71.5666482525095,-16.3313490591748
1.4.233-1,,
1.4.233-1,-71.5673909658126,-16.3276569124403
1.4.233-1,-71.5674015416468,-16.3278748375396
1.4.233-1,-71.5663484345682,-16.3278714435338
1.4.233-1,-71.5663452929643,-16.3276643607073
1.4.233-1,-71.5673909658126,-16.3276569124403
1.4.233-10,,
1.4.233-10,-71.56702767106,-16.328331108942
1.4.233-10,-71.5671774209714,-16.3281763583538
1.4.233-10,-71.5673387484565,-16.3281750415519
1.4.233-10,-71.567320365903,-16.3294037506319
1.4.233-10,-71.5669342904498,-16.3294005398071
1.4.233-10,-71.5669501538703,-16.3285472239842
1.4.233-10,-71.56702767106,-16.328331108942
1.4.233-11,,
1.4.233-11,-71.5676160916279,-16.3287236199263
1.4.233-11,-71.5674235752929,-16.3287267448835
1.4.233-11,-71.5674293231126,-16.3279117678212
1.4.233-11,-71.5676172928441,-16.3279112564264
1.4.233-11,-71.5676160916279,-16.3287236199263
1.4.233-12,,
1.4.233-12,-71.5676118667148,-16.3294002993749
1.4.233-12,-71.5674192433757,-16.3294005380117
1.4.233-12,-71.5674192656347,-16.3287595054174
1.4.233-12,-71.5676157828083,-16.3287542649456
1.4.233-12,-71.5676118667148,-16.3294002993749
1.4.233-2,,
